xml_path,image_path,gt_text,pred_text,gt_bbox,pred_bbox,iou,det_conf,text_conf,bbox_match,text_exact,e2e_exact,cer
data_prepared/indian_lp\car-wbs-KA01CA2555_00000.xml,data_prepared/indian_lp\car-wbs-KA01CA2555_00000.png,KL01CA2555,KL01CA2555,"[230, 121, 417, 178]","[208, 118, 440, 184]",0.696121,0.865103,0.967446,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KA031351_00000.xml,data_prepared/indian_lp\car-wbs-KA031351_00000.jpeg,KA031351,KA031351,"[219, 316, 344, 351]","[204, 306, 358, 361]",0.516529,0.830385,0.956189,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KA03MG2784_00000.xml,data_prepared/indian_lp\car-wbs-KA03MG2784_00000.png,KA03MG2784,KA03MG2784,"[130, 169, 464, 237]","[99, 159, 492, 246]",0.664268,0.876973,0.910964,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KA03NA8385_00000.xml,data_prepared/indian_lp\car-wbs-KA03NA8385_00000.png,KA03NA8385,,"[86, 141, 183, 163]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\car-wbs-KA03NA8385_00000.xml,data_prepared/indian_lp\car-wbs-KA03NA8385_00000.png,,KA03NA8385,,"[72, 134, 198, 170]",0.0,0.851996,0.956439,0,0,0,
data_prepared/indian_lp\car-wbs-KA04MN3622_00000.xml,data_prepared/indian_lp\car-wbs-KA04MN3622_00000.jpg,KA04MN3622,KA04MN3622,"[197, 375, 370, 413]","[182, 367, 387, 423]",0.572648,0.833321,0.965864,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KA05MG1909_00000.xml,data_prepared/indian_lp\car-wbs-KA05MG1909_00000.png,KA05MG1909,KA05MG1909,"[95, 101, 295, 190]","[74, 89, 316, 205]",0.634084,0.878166,0.906092,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KA18P2987_00000.xml,data_prepared/indian_lp\car-wbs-KA18P2987_00000.jpg,KA18P2987,KA18P2987,"[1306, 1705, 1801, 1868]","[1261, 1685, 1852, 1883]",0.689509,0.813295,0.962229,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KA29Z999_00000.xml,data_prepared/indian_lp\car-wbs-KA29Z999_00000.jpeg,KA29Z999,KA29Z999,"[148, 222, 338, 265]","[122, 211, 361, 275]",0.534127,0.877606,0.950345,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KA51MJ8156_00000.xml,data_prepared/indian_lp\car-wbs-KA51MJ8156_00000.png,KA51MJ8156,KA51MJ8156,"[115, 285, 254, 320]","[99, 276, 267, 328]",0.556891,0.82811,0.971699,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL01AX8000_00000.xml,data_prepared/indian_lp\car-wbs-KL01AX8000_00000.jpeg,KL01AX8000,KL01AX8000,"[144, 159, 302, 202]","[125, 149, 321, 212]",0.550211,0.865558,0.96188,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL01CA2555_00000.xml,data_prepared/indian_lp\car-wbs-KL01CA2555_00000.jpeg,KL01CA2555,KL01CA2555,"[231, 122, 418, 179]","[210, 118, 438, 184]",0.708333,0.865125,0.964191,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL01CC50_00000.xml,data_prepared/indian_lp\car-wbs-KL01CC50_00000.png,KL01CC50,KL01CC50,"[231, 81, 434, 155]","[206, 88, 457, 165]",0.655533,0.852669,0.95786,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL01KL0KL01_00000.xml,data_prepared/indian_lp\car-wbs-KL01KL0KL01_00000.jpeg,KL01KL0KL01,KL01KL0KL0,"[57, 201, 220, 276]","[37, 182, 240, 289]",0.562819,0.824971,0.95662,1,0,0,0.090909
data_prepared/indian_lp\car-wbs-KL04AL4405_00000.xml,data_prepared/indian_lp\car-wbs-KL04AL4405_00000.jpeg,KL09AL9405,KL09AL9405,"[144, 168, 340, 210]","[122, 161, 361, 218]",0.604272,0.858579,0.959724,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL05AK3300_00000.xml,data_prepared/indian_lp\car-wbs-KL05AK3300_00000.jpeg,KL05AK3300,KL05AK3300,"[337, 314, 453, 347]","[322, 303, 467, 355]",0.507692,0.834956,0.945124,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL07CB8599_00000.xml,data_prepared/indian_lp\car-wbs-KL07CB8599_00000.jpeg,KL07CB8599,KL07CB8599,"[213, 139, 332, 167]","[198, 134, 344, 172]",0.600577,0.848884,0.966953,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL10AV6342_00000.xml,data_prepared/indian_lp\car-wbs-KL10AV6342_00000.jpeg,KL10AV6342,KL10AV6342,"[142, 253, 336, 304]","[119, 239, 359, 312]",0.564726,0.851014,0.969627,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL10AV6342_00001.xml,data_prepared/indian_lp\car-wbs-KL10AV6342_00001.jpg,KL10AV6342,KL10AV6342,"[118, 216, 643, 413]","[62, 193, 690, 436]",0.677735,0.876264,0.97444,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL10AV6633_00000.xml,data_prepared/indian_lp\car-wbs-KL10AV6633_00000.jpg,KL10AV6633,KL10AV6633,"[311, 429, 670, 533]","[264, 409, 714, 547]",0.601224,0.863685,0.963062,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL10AW2111_00000.xml,data_prepared/indian_lp\car-wbs-KL10AW2111_00000.jpeg,KL10AW2111,KL10AW2111,"[186, 189, 336, 228]","[173, 189, 350, 234]",0.734463,0.840776,0.946656,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL10AW2814_00000.xml,data_prepared/indian_lp\car-wbs-KL10AW2814_00000.jpeg,KL10AW2814,KL10AW2814,"[304, 263, 673, 347]","[259, 248, 710, 365]",0.587413,0.868183,0.954849,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL10AW2814_00001.xml,data_prepared/indian_lp\car-wbs-KL10AW2814_00001.jpeg,KL10AW2814,KL10AW2814,"[108, 186, 421, 262]","[79, 176, 448, 273]",0.664599,0.884916,0.963581,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL12G7531_00000.xml,data_prepared/indian_lp\car-wbs-KL12G7531_00000.jpeg,KL12G7531,KL12G7531,"[663, 239, 887, 300]","[642, 229, 908, 308]",0.650233,0.867513,0.968556,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL16J3636_00000.xml,data_prepared/indian_lp\car-wbs-KL16J3636_00000.jpeg,KL16J3636,KL16J3636,"[160, 67, 324, 108]","[137, 58, 344, 120]",0.523921,0.859906,0.961665,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL20K7561_00000.xml,data_prepared/indian_lp\car-wbs-KL20K7561_00000.jpeg,KL20K7561,KL20K7561,"[168, 162, 324, 205]","[150, 149, 340, 213]",0.551645,0.85204,0.974266,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL43B2344_00000.xml,data_prepared/indian_lp\car-wbs-KL43B2344_00000.jpeg,KL43B2344,KL43B2344,"[162, 72, 341, 116]","[144, 66, 355, 122]",0.666554,0.858136,0.95646,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL454455_00000.xml,data_prepared/indian_lp\car-wbs-KL454455_00000.jpeg,KL454455,KL454455,"[126, 7, 263, 56]","[117, 4, 279, 61]",0.726987,0.849265,0.96732,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL53E964_00000.xml,data_prepared/indian_lp\car-wbs-KL53E964_00000.jpeg,KL53E964,KL53E964,"[258, 389, 484, 462]","[235, 379, 505, 472]",0.657029,0.861058,0.96779,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL54A2670_00000.xml,data_prepared/indian_lp\car-wbs-KL54A2670_00000.png,KL54A2670,KL54A2670,"[63, 87, 159, 113]","[55, 84, 163, 112]",0.769231,0.806099,0.968888,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL54H369_00000.xml,data_prepared/indian_lp\car-wbs-KL54H369_00000.jpeg,KL54H369,,"[294, 485, 546, 546]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\car-wbs-KL54H369_00000.xml,data_prepared/indian_lp\car-wbs-KL54H369_00000.jpeg,,KL54H369,,"[262, 466, 582, 567]",0.0,0.859573,0.956379,0,0,0,
data_prepared/indian_lp\car-wbs-KL55R2473_00000.xml,data_prepared/indian_lp\car-wbs-KL55R2473_00000.jpeg,KL55R2473,KL55R2473,"[137, 157, 334, 205]","[116, 149, 354, 215]",0.601986,0.87432,0.958844,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL60N5344_00000.xml,data_prepared/indian_lp\car-wbs-KL60N5344_00000.jpeg,KL60N5344,KL60N5344,"[16, 145, 151, 177]","[1, 137, 168, 183]",0.562354,0.850911,0.965903,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL60N5344_00001.xml,data_prepared/indian_lp\car-wbs-KL60N5344_00001.jpeg,KL60N5344,KL60N5344,"[178, 235, 313, 267]","[163, 227, 329, 273]",0.565741,0.833616,0.962805,1,1,1,0.0
data_prepared/indian_lp\car-wbs-KL65H4383_00000.xml,data_prepared/indian_lp\car-wbs-KL65H4383_00000.jpg,KL65H4383,KL65H4383,"[256, 235, 696, 340]","[214, 214, 740, 354]",0.627376,0.877078,0.966573,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH01AE8017_00000.xml,data_prepared/indian_lp\car-wbs-MH01AE8017_00000.jpeg,MH01AE8017,MH01AE8017,"[16, 22, 434, 174]","[0, 3, 473, 192]",0.710717,0.904995,0.943541,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH01AR5274_00000.xml,data_prepared/indian_lp\car-wbs-MH01AR5274_00000.jpeg,MH01AR5274,MH01AR5274,"[96, 96, 199, 121]","[87, 91, 206, 126]",0.618247,0.803269,0.959579,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH01AV8866_00000.xml,data_prepared/indian_lp\car-wbs-MH01AV8866_00000.png,MH01AV8866,MH01AV8866,"[144, 181, 252, 203]","[131, 174, 264, 209]",0.510419,0.843994,0.959628,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH01BU5207_00000.xml,data_prepared/indian_lp\car-wbs-MH01BU5207_00000.jpeg,MH01BU5207,MH01BU5207,"[148, 150, 382, 211]","[126, 144, 402, 219]",0.689565,0.862885,0.959719,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH01DE2780_00000.xml,data_prepared/indian_lp\car-wbs-MH01DE2780_00000.png,MH01DE2780,MH01DE2780,"[480, 206, 629, 253]","[471, 204, 638, 259]",0.762439,0.815087,0.940784,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH02BM5048_00000.xml,data_prepared/indian_lp\car-wbs-MH02BM5048_00000.jpeg,MH02BM5048,MH02BM5048,"[162, 60, 316, 100]","[144, 50, 333, 108]",0.561941,0.877021,0.959485,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH02CB4545_00000.xml,data_prepared/indian_lp\car-wbs-MH02CB4545_00000.jpeg,MH02CB4545,MH02CB4545,"[86, 199, 257, 259]","[65, 193, 274, 259]",0.743802,0.838537,0.95118,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH03AR5549_00000.xml,data_prepared/indian_lp\car-wbs-MH03AR5549_00000.jpg,MH03AR5549,MH03AR5549,"[1298, 712, 4000, 1612]","[1016, 503, 4000, 1801]",0.627848,0.885219,0.952707,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH03BS7778_00000.xml,data_prepared/indian_lp\car-wbs-MH03BS7778_00000.jpeg,MH03BS7778,MH03BS7778,"[136, 103, 389, 170]","[110, 90, 416, 184]",0.589313,0.880603,0.972959,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH03BS7778_00001.xml,data_prepared/indian_lp\car-wbs-MH03BS7778_00001.jpeg,MH03BS7778,MH03BS7778,"[300, 313, 554, 383]","[271, 302, 584, 399]",0.58562,0.85775,0.969774,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH03BS7778_00002.xml,data_prepared/indian_lp\car-wbs-MH03BS7778_00002.jpeg,MH03BS7778,,"[255, 421, 472, 466]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\car-wbs-MH03BS7778_00002.xml,data_prepared/indian_lp\car-wbs-MH03BS7778_00002.jpeg,,MH03BS7778,,"[229, 401, 499, 478]",0.0,0.851632,0.967174,0,0,0,
data_prepared/indian_lp\car-wbs-MH03CB6467_00000.xml,data_prepared/indian_lp\car-wbs-MH03CB6467_00000.jpg,MH03CB6467,MH03CB6467,"[82, 237, 230, 270]","[66, 229, 245, 278]",0.556835,0.861632,0.962931,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH04DW8351_00000.xml,data_prepared/indian_lp\car-wbs-MH04DW8351_00000.jpeg,MH04DW8351,MH04DW8351,"[129, 177, 277, 213]","[114, 168, 292, 220]",0.575627,0.869106,0.957366,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH06AW8929_00000.xml,data_prepared/indian_lp\car-wbs-MH06AW8929_00000.jpeg,MH06AW8929,MH06AW8929,"[28, 174, 161, 231]","[13, 168, 177, 238]",0.660366,0.848111,0.963967,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH06AW8929_00001.xml,data_prepared/indian_lp\car-wbs-MH06AW8929_00001.jpeg,MH06AW8929,MH06AW8929,"[192, 131, 364, 179]","[172, 125, 381, 183]",0.681076,0.852578,0.961897,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH12BG7237_00000.xml,data_prepared/indian_lp\car-wbs-MH12BG7237_00000.png,MH12BG7237,MH12BG7237,"[54, 77, 208, 112]","[39, 72, 221, 116]",0.673077,0.890917,0.961432,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH12DE1433_00000.xml,data_prepared/indian_lp\car-wbs-MH12DE1433_00000.png,MH12DE1433,MH12DE1433,"[157, 139, 286, 185]","[145, 136, 298, 191]",0.705169,0.867915,0.956879,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH12DE1433_00001.xml,data_prepared/indian_lp\car-wbs-MH12DE1433_00001.jpeg,MH12DE1433,MH12DE1433,"[168, 128, 905, 314]","[95, 109, 972, 327]",0.717009,0.898938,0.947903,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH12FU1014_00000.xml,data_prepared/indian_lp\car-wbs-MH12FU1014_00000.png,MH12FU1014,MH12FU1014,"[88, 184, 192, 214]","[77, 177, 208, 220]",0.553879,0.822684,0.85341,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH12JC2813_00000.xml,data_prepared/indian_lp\car-wbs-MH12JC2813_00000.jpeg,MH12JC2813,MH12JC2813,"[136, 157, 343, 205]","[113, 149, 366, 214]",0.604196,0.883716,0.961241,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH12NE8922_00000.xml,data_prepared/indian_lp\car-wbs-MH12NE8922_00000.png,MH12NE8922,MH12NE8922,"[49, 124, 176, 161]","[37, 118, 188, 164]",0.676504,0.833226,0.942244,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH14DT8831_00000.xml,data_prepared/indian_lp\car-wbs-MH14DT8831_00000.jpeg,MH14DT8831,MH14DT8831,"[30, 30, 345, 109]","[3, 21, 369, 115]",0.723317,0.906005,0.956076,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH14DX9937_00000.xml,data_prepared/indian_lp\car-wbs-MH14DX9937_00000.png,MH14DX9937,MH14DX9937,"[226, 168, 322, 205]","[215, 163, 333, 212]",0.61432,0.841083,0.965746,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH14EH5819_00000.xml,data_prepared/indian_lp\car-wbs-MH14EH5819_00000.jpeg,MH14EH5819,MH14EH5819,"[298, 195, 403, 226]","[284, 187, 415, 231]",0.564712,0.841244,0.95702,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH14EH7958_00000.xml,data_prepared/indian_lp\car-wbs-MH14EH7958_00000.jpeg,MH14EH7958,MH14EH7958,"[229, 331, 409, 373]","[208, 323, 429, 382]",0.579799,0.85813,0.964415,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH14EH7958_00001.xml,data_prepared/indian_lp\car-wbs-MH14EH7958_00001.jpeg,MH14EH7958,MH14EH7958,"[78, 74, 248, 112]","[59, 67, 268, 120]",0.58319,0.890955,0.964966,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH14EP4660_00000.xml,data_prepared/indian_lp\car-wbs-MH14EP4660_00000.jpeg,MH14EP4660,MH14EP4660,"[103, 174, 221, 204]","[91, 170, 232, 208]",0.660694,0.865908,0.952252,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH14EU3498_00000.xml,data_prepared/indian_lp\car-wbs-MH14EU3498_00000.jpeg,MH14EU3498,MH14EU3498,"[63, 94, 276, 146]","[44, 88, 296, 152]",0.686756,0.886225,0.963313,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH15BD8877_00000.xml,data_prepared/indian_lp\car-wbs-MH15BD8877_00000.png,MH15BD8877,MH15BD1877,"[97, 181, 201, 209]","[84, 173, 212, 217]",0.517045,0.856449,0.884722,1,0,0,0.1
data_prepared/indian_lp\car-wbs-MH20BN3525_00000.xml,data_prepared/indian_lp\car-wbs-MH20BN3525_00000.jpeg,MH20BN3525,MH20BN3525,"[112, 199, 286, 239]","[97, 195, 300, 244]",0.699708,0.853982,0.962788,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20BN3525_00001.xml,data_prepared/indian_lp\car-wbs-MH20BN3525_00001.jpeg,MH20BN3525,MH20BN3525,"[163, 238, 364, 284]","[144, 232, 380, 290]",0.675482,0.8588,0.963312,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20BQ20_00000.xml,data_prepared/indian_lp\car-wbs-MH20BQ20_00000.png,MH20BQ20,MH20BQ20,"[144, 113, 322, 162]","[138, 124, 327, 167]",0.670699,0.823916,0.96354,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20BY3665_00000.xml,data_prepared/indian_lp\car-wbs-MH20BY3665_00000.jpeg,MH20BY3665,MH20BY3665,"[185, 115, 323, 147]","[173, 109, 335, 153]",0.619529,0.877269,0.960634,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20BY3665_00001.xml,data_prepared/indian_lp\car-wbs-MH20BY3665_00001.jpeg,MH20BY3665,MH20BY3665,"[43, 14, 179, 43]","[31, 9, 192, 47]",0.644655,0.887693,0.944723,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20BY4465_00000.xml,data_prepared/indian_lp\car-wbs-MH20BY4465_00000.jpeg,MH20BY4465,MH20BY4465,"[62, 130, 138, 154]","[53, 126, 146, 158]",0.612903,0.837309,0.968439,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20CS1938_00000.xml,data_prepared/indian_lp\car-wbs-MH20CS1938_00000.jpeg,MH20CS1938,MH20CS1938,"[115, 135, 176, 155]","[108, 132, 183, 158]",0.625641,0.836971,0.964242,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20CS1941_00000.xml,data_prepared/indian_lp\car-wbs-MH20CS1941_00000.jpeg,MH20CS1941,MH20CS1941,"[111, 183, 226, 209]","[96, 177, 242, 215]",0.538933,0.859523,0.959476,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20CS1941_00001.xml,data_prepared/indian_lp\car-wbs-MH20CS1941_00001.jpeg,MH20CS1941,MH20CS1941,"[214, 124, 425, 167]","[193, 115, 446, 177]",0.578414,0.883669,0.950607,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20CS4946_00000.xml,data_prepared/indian_lp\car-wbs-MH20CS4946_00000.jpeg,MH20CS4946,MH20CS4946,"[167, 175, 276, 198]","[154, 170, 286, 203]",0.575528,0.841013,0.952853,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20CS9817_00000.xml,data_prepared/indian_lp\car-wbs-MH20CS9817_00000.jpeg,MH20CS9817,MH20CS9817,"[68, 85, 252, 128]","[47, 77, 270, 134]",0.622453,0.877667,0.951339,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20DJ0419_00000.xml,data_prepared/indian_lp\car-wbs-MH20DJ0419_00000.jpeg,MH20DJ0419,MH20DJ0419,"[34, 155, 174, 198]","[18, 148, 189, 202]",0.651938,0.875693,0.95277,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20DV2362_00000.xml,data_prepared/indian_lp\car-wbs-MH20DV2362_00000.jpeg,MH20DV2362,MH20DV2362,"[23, 144, 208, 174]","[5, 137, 224, 180]",0.58936,0.865355,0.95499,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20EE045_00000.xml,data_prepared/indian_lp\car-wbs-MH20EE045_00000.jpeg,MH20EE045,MH20EE045,"[170, 115, 305, 148]","[157, 108, 318, 154]",0.601539,0.864543,0.977273,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20EE0943_00000.xml,data_prepared/indian_lp\car-wbs-MH20EE0943_00000.jpeg,MH20EE0943,MH20EE0943,"[104, 279, 231, 312]","[90, 270, 245, 315]",0.60086,0.846301,0.952039,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20EE7597_00000.xml,data_prepared/indian_lp\car-wbs-MH20EE7597_00000.jpeg,MH20EE7597,MH20EE7597,"[523, 983, 1775, 1280]","[353, 920, 1925, 1350]",0.550098,0.871499,0.941799,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20EE7598_00000.xml,data_prepared/indian_lp\car-wbs-MH20EE7598_00000.jpeg,MH20EE7598,,"[127, 160, 279, 208]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\car-wbs-MH20EE7598_00000.xml,data_prepared/indian_lp\car-wbs-MH20EE7598_00000.jpeg,,MH20EE7598,,"[43, 250, 251, 298]",0.0,0.855987,0.966622,0,0,0,
data_prepared/indian_lp\car-wbs-MH20EE7598_00001.xml,data_prepared/indian_lp\car-wbs-MH20EE7598_00001.jpeg,MH20EE7598,MH20EE7598,"[59, 237, 212, 274]","[44, 230, 227, 283]",0.583668,0.859963,0.962237,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH20EJ0364_00000.xml,data_prepared/indian_lp\car-wbs-MH20EJ0364_00000.png,MH20EJ0364,MH20EJ0364,"[53, 152, 205, 192]","[38, 149, 219, 197]",0.699816,0.870817,0.972667,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH21V9926_00000.xml,data_prepared/indian_lp\car-wbs-MH21V9926_00000.jpg,MH21V9926,MH21V9926,"[101, 357, 223, 386]","[88, 351, 235, 393]",0.573048,0.822346,0.955863,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH43AF5037_00000.xml,data_prepared/indian_lp\car-wbs-MH43AF5037_00000.png,MH43AF5037,MH43AF5037,"[196, 177, 320, 218]","[184, 174, 331, 222]",0.720522,0.857005,0.966811,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH43BU2401_00000.xml,data_prepared/indian_lp\car-wbs-MH43BU2401_00000.png,MH43BU2401,MH43BU2401,"[585, 191, 756, 239]","[574, 182, 769, 248]",0.637762,0.833727,0.966433,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH46BV0688_00000.xml,data_prepared/indian_lp\car-wbs-MH46BV0688_00000.png,MH46BV0688,MH46BV0688,"[347, 386, 655, 450]","[317, 368, 680, 463]",0.571611,0.867797,0.9578,1,1,1,0.0
data_prepared/indian_lp\car-wbs-MH46X9996_00000.xml,data_prepared/indian_lp\car-wbs-MH46X9996_00000.jpg,MH46X9996,MH46X9996,"[126, 317, 265, 353]","[113, 314, 278, 358]",0.689256,0.848947,0.961303,1,1,1,0.0
data_prepared/indian_lp\car-wbs-PB08CX2959_00000.xml,data_prepared/indian_lp\car-wbs-PB08CX2959_00000.jpeg,PB08CX2959,PB08CX2959,"[95, 420, 310, 475]","[70, 413, 334, 483]",0.639881,0.852937,0.930471,1,1,1,0.0
data_prepared/indian_lp\car-wbs-RJ02CC0784_00000.xml,data_prepared/indian_lp\car-wbs-RJ02CC0784_00000.jpg,RJ02CC0784,RJ02CC0784,"[70, 262, 166, 284]","[59, 255, 175, 289]",0.535497,0.823986,0.95751,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN07BU5427_00000.xml,data_prepared/indian_lp\car-wbs-TN07BU5427_00000.jpeg,TN07BU5427,TN07BU5427,"[18, 230, 202, 275]","[0, 220, 222, 283]",0.592021,0.868187,0.965527,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN07BU5427_00001.xml,data_prepared/indian_lp\car-wbs-TN07BU5427_00001.jpeg,TN07BU5427,TN07BU5427,"[123, 518, 373, 578]","[98, 506, 397, 595]",0.563677,0.849934,0.963358,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN07BV5200_00000.xml,data_prepared/indian_lp\car-wbs-TN07BV5200_00000.jpeg,TN07BV5200,TN07BV5200,"[66, 360, 238, 406]","[48, 349, 256, 413]",0.594351,0.84448,0.916919,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN09CH7770_00000.xml,data_prepared/indian_lp\car-wbs-TN09CH7770_00000.jpeg,TN09CH7770,TN09CH7770,"[120, 19, 235, 54]","[104, 13, 250, 61]",0.574344,0.841291,0.944711,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN19S4523_00000.xml,data_prepared/indian_lp\car-wbs-TN19S4523_00000.png,TN19S4523,TN19S4523,"[152, 181, 214, 194]","[146, 177, 220, 198]",0.518662,0.837059,0.958546,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN21AT0479_00000.xml,data_prepared/indian_lp\car-wbs-TN21AT0479_00000.jpg,TN21AT0479,TN21AT0479,"[225, 312, 301, 337]","[217, 307, 308, 341]",0.614092,0.843425,0.955097,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN21AT0480_00000.xml,data_prepared/indian_lp\car-wbs-TN21AT0480_00000.jpg,TN21AT0480,TN21AT0480,"[186, 321, 390, 373]","[162, 307, 411, 387]",0.53253,0.856633,0.959785,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN21AT0480_00001.xml,data_prepared/indian_lp\car-wbs-TN21AT0480_00001.jpg,TN21AT0480,TN21AT0480,"[102, 323, 239, 371]","[86, 313, 257, 379]",0.582669,0.850245,0.955305,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN21AT0492_00000.xml,data_prepared/indian_lp\car-wbs-TN21AT0492_00000.jpg,TN21AT0492,TN21AT0492,"[420, 324, 590, 414]","[400, 312, 611, 428]",0.625102,0.867127,0.970514,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN21AU1153_00000.xml,data_prepared/indian_lp\car-wbs-TN21AU1153_00000.png,TN21AU1153,TN21AU1153,"[65, 216, 136, 244]","[57, 210, 144, 249]",0.585912,0.808786,0.956097,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN21BC6225_00000.xml,data_prepared/indian_lp\car-wbs-TN21BC6225_00000.png,TN21BC6225,TN21BC6225,"[42, 120, 146, 146]","[32, 116, 156, 150]",0.641366,0.841957,0.958007,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN21BY0166_00000.xml,data_prepared/indian_lp\car-wbs-TN21BY0166_00000.png,TN21BY0166,TN21BY0166,"[98, 102, 147, 132]","[91, 100, 152, 136]",0.669399,0.830932,0.96688,1,1,1,0.0
data_prepared/indian_lp\car-wbs-TN21BZ0768_00000.xml,data_prepared/indian_lp\car-wbs-TN21BZ0768_00000.png,TN21BZ0768,TN21BZ0768,"[117, 204, 190, 229]","[107, 200, 197, 233]",0.614478,0.824401,0.948409,1,1,1,0.0
